,bedrooms,beds,accommodates,amenities_count,instant_bookable,minimum_nights,number_of_reviews,bathrooms,monthly_revenue,room_type_Entire_home_apt,room_type_Hotel_room,room_type_Private_room,room_type_Shared_room
23539,0.0,1.0,6,13,0,2,8,1.0,1,0,0,1,0
23540,1.0,1.0,3,49,0,2,323,1.0,0,1,0,0,0
23541,2.0,3.0,6,44,1,2,31,2.0,1,1,0,0,0
23542,0.0,1.0,1,12,0,30,0,0.0,0,0,0,1,0
23543,2.0,2.0,4,44,1,30,0,2.0,1,1,0,0,0
23544,0.0,4.0,8,31,1,1,10,0.0,1,1,0,0,0
23545,3.0,3.0,8,57,0,1,47,2.0,0,1,0,0,0
23546,0.0,2.0,2,55,0,2,59,1.0,0,1,0,0,0
23548,0.0,1.0,2,13,1,1,1,1.0,0,1,0,0,0
23549,0.0,1.0,2,36,0,5,75,1.0,1,1,0,0,0
23550,0.0,1.0,2,46,0,2,146,1.0,0,0,0,1,0
23551,2.0,2.0,2,26,0,30,0,1.0,1,1,0,0,0
23552,1.0,2.0,2,29,0,60,35,1.0,1,1,0,0,0
23553,2.0,3.0,5,34,0,2,31,2.0,1,1,0,0,0
23554,1.0,1.0,2,52,0,30,0,1.0,0,1,0,0,0
23556,0.0,1.0,1,20,1,30,2,1.0,0,0,0,1,0
23557,0.0,1.0,3,26,0,31,15,1.0,0,1,0,0,0
23558,1.0,2.0,3,17,1,3,51,1.0,0,1,0,0,0
23559,2.0,2.0,4,40,1,30,52,2.0,1,1,0,0,0
23560,0.0,2.0,2,30,0,3,209,1.0,0,0,0,1,0
23562,1.0,1.0,2,28,1,30,0,1.0,0,1,0,0,0
23564,3.0,3.0,9,60,1,1,14,3.0,0,1,0,0,0
23565,3.0,3.0,6,38,1,2,7,2.0,1,1,0,0,0
23566,2.0,2.0,6,10,0,1,111,2.0,1,1,0,0,0
23567,1.0,1.0,3,47,0,5,33,1.0,1,1,0,0,0
23569,0.0,1.0,1,20,0,1,33,1.0,0,0,0,1,0
23570,1.0,1.0,3,46,0,31,3,1.0,0,1,0,0,0
23571,2.0,2.0,4,47,0,4,40,1.0,0,1,0,0,0
23572,1.0,2.0,5,43,0,30,1,1.0,0,1,0,0,0
23573,2.0,4.0,2,47,1,31,9,1.0,0,1,0,0,0
23574,0.0,1.0,2,63,1,1,53,1.0,0,0,0,1,0
23576,1.0,1.0,2,15,0,30,0,1.0,0,0,0,1,0
23577,1.0,1.0,2,13,0,31,8,1.0,1,0,0,1,0
23578,3.0,2.0,4,28,0,30,0,2.0,0,1,0,0,0
23579,0.0,0.0,2,47,0,30,10,1.0,0,1,0,0,0
23580,0.0,1.0,2,27,0,30,3,1.0,1,1,0,0,0
23582,1.0,1.0,2,26,0,30,40,1.0,0,1,0,0,0
23583,0.0,1.0,1,17,0,30,0,0.0,0,0,0,0,1
23585,0.0,1.0,1,30,0,5,5,1.0,0,0,0,1,0
23587,4.0,8.0,12,66,0,2,358,3.0,1,1,0,0,0
23588,2.0,4.0,6,26,1,1,8,2.0,0,1,0,0,0
23593,2.0,2.0,5,19,0,30,10,1.0,0,1,0,0,0
23596,2.0,1.0,3,40,1,30,17,1.0,1,1,0,0,0
23597,0.0,1.0,2,38,1,30,35,1.0,1,1,0,0,0
23599,2.0,2.0,5,43,0,30,1,2.0,1,1,0,0,0
23600,1.0,2.0,6,20,0,30,17,1.0,1,1,0,0,0
23602,0.0,1.0,1,22,0,31,3,1.0,0,1,0,0,0
23603,3.0,4.0,9,40,1,3,66,2.0,1,1,0,0,0
23604,2.0,2.0,4,58,0,30,0,1.0,1,1,0,0,0
23605,2.0,2.0,5,23,1,1,30,2.0,1,1,0,0,0
23606,1.0,1.0,2,19,0,30,8,1.0,1,1,0,0,0
23607,3.0,4.0,7,48,0,4,4,2.0,0,1,0,0,0
23608,2.0,2.0,4,48,0,3,117,2.0,1,1,0,0,0
23609,1.0,1.0,2,60,0,3,36,1.0,1,1,0,0,0
23610,1.0,2.0,4,32,0,30,69,1.0,0,1,0,0,0
23611,3.0,5.0,10,37,1,2,9,3.0,1,1,0,0,0
23612,3.0,3.0,6,35,0,30,122,2.0,0,1,0,0,0
23614,0.0,2.0,4,49,1,1,316,1.0,1,1,0,0,0
23615,0.0,1.0,1,24,0,30,0,1.0,0,0,0,1,0
23616,0.0,1.0,2,16,0,30,1,0.0,0,0,0,1,0
23617,1.0,1.0,2,50,1,30,30,1.0,1,1,0,0,0
23619,1.0,1.0,1,34,0,29,6,1.0,0,1,0,0,0
23622,1.0,1.0,4,18,1,31,0,1.0,0,1,0,0,0
23623,0.0,2.0,1,47,0,30,74,1.0,0,1,0,0,0
23624,3.0,3.0,6,38,0,3,83,2.0,0,1,0,0,0
23629,1.0,1.0,2,35,0,30,52,1.0,1,1,0,0,0
23630,0.0,1.0,2,46,0,31,33,1.0,0,0,0,1,0
23633,2.0,3.0,6,47,0,2,42,1.0,1,1,0,0,0
23634,2.0,3.0,6,34,0,1,100,2.0,1,1,0,0,0
23635,2.0,2.0,5,50,0,30,2,1.0,1,1,0,0,0
23636,0.0,1.0,2,42,0,30,0,1.0,0,1,0,0,0
23637,0.0,2.0,1,17,0,30,10,1.0,0,0,0,1,0
23638,4.0,5.0,9,49,1,2,44,3.0,0,1,0,0,0
23640,0.0,1.0,2,26,0,2,18,1.0,0,0,0,1,0
23641,1.0,2.0,4,66,0,30,78,1.0,1,1,0,0,0
23642,1.0,1.0,1,28,0,30,7,1.0,0,0,0,1,0
23643,2.0,2.0,4,63,0,30,8,2.0,1,1,0,0,0
23644,0.0,1.0,1,40,0,31,11,1.0,0,0,0,1,0
23645,3.0,4.0,8,35,1,3,7,2.0,0,1,0,0,0
23646,1.0,1.0,4,30,0,31,4,1.0,0,1,0,0,0
23647,1.0,1.0,2,18,0,1,2,1.0,0,0,0,1,0
23648,1.0,2.0,3,18,1,30,0,1.0,0,1,0,0,0
23649,0.0,1.0,1,15,0,30,1,1.0,0,0,0,1,0
23650,0.0,2.0,4,2,0,30,0,1.0,0,0,0,0,1
23651,3.0,3.0,2,29,0,30,1,2.0,0,1,0,0,0
23652,0.0,1.0,2,42,0,2,110,1.0,0,0,0,1,0
23653,3.0,3.0,6,61,0,3,18,2.0,1,1,0,0,0
23654,1.0,1.0,3,28,0,30,1,1.0,1,1,0,0,0
23655,1.0,2.0,3,41,0,30,41,1.0,1,1,0,0,0
23656,1.0,2.0,3,52,0,1,29,1.0,1,1,0,0,0
23657,0.0,2.0,3,33,0,3,0,1.0,0,0,0,1,0
23658,0.0,1.0,1,19,0,30,0,1.0,0,0,0,1,0
23659,2.0,2.0,4,52,1,30,0,2.0,1,1,0,0,0
23664,0.0,1.0,2,46,0,1,8,1.0,1,0,0,1,0
23665,1.0,1.0,2,37,0,31,0,1.0,1,1,0,0,0
23666,1.0,1.0,1,14,0,30,1,1.0,0,1,0,0,0
23667,2.0,3.0,6,68,0,2,145,1.0,0,1,0,0,0
23668,2.0,2.0,3,37,0,30,64,1.0,0,1,0,0,0
23669,0.0,1.0,2,18,0,1,70,1.0,0,0,0,1,0
23671,2.0,2.0,4,25,0,30,2,1.0,0,1,0,0,0
23673,0.0,1.0,2,9,0,30,0,1.0,0,1,0,0,0
23674,0.0,1.0,2,82,0,30,79,2.0,0,0,0,1,0
23675,1.0,3.0,5,38,0,30,38,1.0,0,1,0,0,0
23676,2.0,3.0,6,60,0,1,53,1.0,0,1,0,0,0
23677,2.0,2.0,4,50,0,31,2,1.0,1,1,0,0,0
23678,0.0,1.0,2,50,0,30,27,1.0,0,0,0,1,0
23680,1.0,1.0,2,26,0,30,116,1.0,1,1,0,0,0
23681,0.0,1.0,1,56,0,30,7,1.0,0,0,0,1,0
23682,1.0,1.0,2,53,0,30,4,1.0,0,1,0,0,0
23683,3.0,3.0,7,62,1,31,1,2.0,0,1,0,0,0
23685,2.0,2.0,4,53,1,30,0,1.0,1,1,0,0,0
23686,0.0,2.0,4,53,0,30,5,1.0,1,0,0,1,0
23687,1.0,1.0,2,10,1,1,0,1.0,0,1,0,0,0
23689,5.0,5.0,10,65,0,2,0,4.0,1,1,0,0,0
23690,1.0,1.0,2,42,0,1,38,1.0,0,1,0,0,0
23692,1.0,1.0,2,38,0,30,44,1.0,1,1,0,0,0
23694,0.0,1.0,2,30,0,30,17,1.0,0,0,0,1,0
23695,1.0,2.0,4,30,1,30,2,1.0,0,1,0,0,0
23696,0.0,1.0,2,25,0,1,48,1.0,0,0,0,1,0
23699,1.0,3.0,4,63,0,1,128,1.0,0,1,0,0,0
23700,1.0,1.0,2,48,1,2,19,1.0,0,1,0,0,0
23701,3.0,4.0,7,47,1,30,4,1.0,1,1,0,0,0
23702,0.0,1.0,2,6,0,1,4,1.0,0,0,0,1,0
23703,2.0,2.0,4,44,0,30,0,2.0,0,1,0,0,0
23704,0.0,2.0,4,32,1,1,50,1.0,0,0,0,1,0
23705,2.0,2.0,4,26,0,31,1,1.0,1,1,0,0,0
23706,3.0,3.0,6,68,1,2,49,2.0,0,1,0,0,0
23707,0.0,1.0,2,19,0,30,96,1.0,0,1,0,0,0
23709,4.0,4.0,6,41,0,3,12,3.0,1,1,0,0,0
23711,1.0,1.0,2,41,0,30,0,1.0,1,1,0,0,0
23712,1.0,1.0,2,32,1,30,34,1.0,0,1,0,0,0
23713,1.0,2.0,4,48,0,1,30,1.0,0,1,0,0,0
23714,2.0,2.0,4,46,0,2,0,2.0,0,1,0,0,0
23715,1.0,1.0,3,39,0,30,29,1.0,0,1,0,0,0
23716,2.0,2.0,5,43,1,2,1,1.0,1,1,0,0,0
23717,0.0,2.0,4,50,1,1,122,1.0,1,1,0,0,0
23718,3.0,3.0,5,71,0,2,192,1.0,1,1,0,0,0
23719,3.0,5.0,9,48,0,2,18,2.0,1,1,0,0,0
23720,1.0,1.0,4,44,1,1,333,1.0,1,1,0,0,0
23721,2.0,2.0,2,22,0,30,37,1.0,0,1,0,0,0
23722,1.0,4.0,5,52,1,30,1,1.0,0,1,0,0,0
23724,0.0,1.0,2,37,0,1,94,1.0,0,0,0,1,0
23725,2.0,2.0,4,56,0,30,2,1.0,1,1,0,0,0
23726,2.0,2.0,4,35,1,1,11,2.0,0,1,0,0,0
23728,1.0,2.0,3,56,1,1,11,1.0,1,1,0,0,0
23729,0.0,1.0,2,39,0,1,21,1.0,0,0,0,1,0
23731,0.0,1.0,1,46,0,2,8,1.0,0,0,0,1,0
23732,1.0,1.0,2,26,1,1,164,1.0,0,0,1,0,0
23733,5.0,5.0,10,69,0,2,28,3.0,1,1,0,0,0
23734,0.0,0.0,2,48,0,30,3,1.0,1,1,0,0,0
23735,1.0,1.0,2,25,0,30,14,1.0,1,1,0,0,0
23736,2.0,3.0,6,58,0,2,3,2.0,1,1,0,0,0
23737,0.0,1.0,1,17,0,30,0,0.0,0,0,0,0,1
23738,1.0,1.0,2,24,1,1,0,1.0,0,1,0,0,0
23739,1.0,1.0,2,44,1,1,15,1.0,0,1,0,0,0
23740,1.0,1.0,2,24,1,1,0,1.0,0,1,0,0,0
23743,1.0,1.0,2,18,0,30,56,1.0,1,1,0,0,0
23745,1.0,1.0,2,45,0,30,2,1.0,1,1,0,0,0
23746,1.0,1.0,2,24,1,1,0,1.0,1,1,0,0,0
23747,1.0,1.0,4,14,0,30,0,1.0,0,1,0,0,0
23748,4.0,4.0,8,9,0,29,0,3.0,1,1,0,0,0
23749,0.0,2.0,1,0,0,30,1,2.0,0,0,0,0,1
23750,3.0,3.0,7,40,0,1,153,3.0,1,1,0,0,0
23752,1.0,1.0,2,44,0,1,332,1.0,0,0,0,1,0
23754,0.0,1.0,3,30,0,31,76,1.0,1,1,0,0,0
23755,0.0,1.0,2,25,0,30,504,1.0,0,0,0,1,0
23758,1.0,2.0,3,67,0,30,41,1.0,1,1,0,0,0
23759,0.0,1.0,2,39,0,30,108,1.0,0,0,0,1,0
23762,1.0,1.0,2,55,0,30,2,1.0,0,1,0,0,0
23763,1.0,2.0,3,39,0,30,51,1.0,1,1,0,0,0
23764,0.0,2.0,4,72,0,10,31,2.0,0,0,0,1,0
23765,0.0,1.0,2,32,0,31,57,1.0,0,1,0,0,0
23766,2.0,2.0,4,15,1,30,0,1.0,1,1,0,0,0
23769,1.0,1.0,2,52,0,2,297,1.0,1,1,0,0,0
23770,1.0,1.0,2,58,0,1,116,1.0,0,1,0,0,0
23772,1.0,1.0,2,20,0,14,74,1.0,0,1,0,0,0
23773,1.0,1.0,4,11,0,30,4,1.0,1,1,0,0,0
23774,1.0,1.0,2,37,0,30,1,2.0,1,1,0,0,0
23775,3.0,2.0,4,23,0,30,1,3.0,0,1,0,0,0
23776,1.0,1.0,2,21,0,1,44,1.0,1,1,0,0,0
23777,0.0,1.0,1,43,0,31,15,1.0,0,0,0,1,0
23778,1.0,1.0,2,11,1,30,2,1.0,1,1,0,0,0
23779,0.0,1.0,1,14,1,30,0,1.0,1,0,0,1,0
23780,3.0,3.0,6,82,0,2,607,2.0,1,1,0,0,0
23781,2.0,6.0,10,35,0,30,2,2.0,1,1,0,0,0
23782,0.0,1.0,2,56,0,30,25,1.0,0,0,0,1,0
23783,1.0,2.0,2,51,0,31,162,1.0,1,1,0,0,0
23784,1.0,1.0,2,14,0,2,0,0.0,0,0,0,1,0
23785,0.0,2.0,2,45,0,1,42,1.0,0,0,0,1,0
23787,3.0,3.0,6,43,0,31,4,2.0,1,1,0,0,0
23788,0.0,1.0,2,49,0,2,29,1.0,1,1,0,0,0
23789,3.0,4.0,6,77,0,30,0,3.0,0,1,0,0,0
23790,0.0,1.0,2,40,0,2,11,1.0,1,1,0,0,0
23791,4.0,4.0,10,65,0,2,9,4.0,1,1,0,0,0
23792,1.0,1.0,2,8,1,30,0,1.0,1,1,0,0,0
23793,3.0,3.0,5,36,0,4,88,2.0,1,1,0,0,0
23794,2.0,2.0,5,54,0,30,42,1.0,0,1,0,0,0
23798,0.0,1.0,2,46,0,30,1,1.0,0,0,0,1,0
23799,0.0,2.0,4,43,0,3,187,1.0,1,1,0,0,0
23800,2.0,2.0,4,33,0,31,0,2.0,1,1,0,0,0
23801,1.0,1.0,2,14,0,30,11,1.0,1,1,0,0,0
23802,0.0,1.0,2,8,0,30,0,1.0,0,0,0,1,0
23804,1.0,1.0,3,32,0,1,414,1.0,1,1,0,0,0
23805,0.0,1.0,1,23,0,30,17,1.0,0,0,0,1,0
23807,1.0,1.0,2,65,0,30,0,1.0,0,1,0,0,0
23809,1.0,1.0,2,6,0,30,1,1.0,0,1,0,0,0
23810,0.0,1.0,2,75,0,30,1,1.0,0,0,0,1,0
23811,1.0,2.0,4,34,1,1,33,1.0,1,1,0,0,0
23812,2.0,3.0,8,67,1,1,25,2.0,1,1,0,0,0
23813,2.0,4.0,6,24,1,2,148,1.0,1,1,0,0,0
23814,1.0,1.0,2,35,0,3,15,1.0,1,1,0,0,0
23815,2.0,2.0,3,8,0,30,1,2.0,1,1,0,0,0
23816,0.0,1.0,2,21,0,30,0,1.0,0,0,0,1,0
23817,0.0,2.0,4,13,0,10,0,1.0,0,0,0,1,0
23818,1.0,1.0,4,32,1,30,139,1.0,0,1,0,0,0
23819,1.0,1.0,1,31,1,3,210,1.0,1,1,0,0,0
23820,3.0,3.0,5,46,0,30,18,2.0,0,1,0,0,0
23823,1.0,1.0,2,48,1,29,6,1.0,1,1,0,0,0
23824,4.0,9.0,12,49,1,2,65,3.0,0,1,0,0,0
23826,0.0,1.0,2,14,0,5,5,1.0,0,0,0,1,0
23827,1.0,1.0,2,20,0,30,11,1.0,0,1,0,0,0
23828,3.0,3.0,5,30,0,30,64,2.0,0,1,0,0,0
23829,0.0,1.0,2,28,0,30,297,1.0,1,1,0,0,0
23830,1.0,1.0,1,16,0,30,1,1.0,0,0,0,1,0
23834,1.0,2.0,3,48,0,2,9,1.0,1,1,0,0,0
23835,1.0,1.0,2,56,0,5,22,1.0,0,1,0,0,0
23837,1.0,1.0,2,27,0,30,112,1.0,1,1,0,0,0
23838,1.0,1.0,5,21,0,30,3,1.0,0,1,0,0,0
23840,0.0,1.0,1,17,0,30,0,1.0,0,0,0,0,1
23841,4.0,4.0,6,59,0,2,77,2.0,1,1,0,0,0
23842,1.0,1.0,2,51,1,2,36,1.0,1,1,0,0,0
23843,1.0,1.0,2,26,1,1,6,1.0,1,0,1,0,0
23844,1.0,1.0,2,69,0,2,456,1.0,1,1,0,0,0
23845,0.0,1.0,1,46,0,1,27,1.0,0,0,0,1,0
23848,4.0,6.0,6,36,0,60,31,3.0,0,1,0,0,0
23849,1.0,1.0,2,44,0,2,232,1.0,1,1,0,0,0
23850,1.0,1.0,4,14,0,30,120,1.0,0,1,0,0,0
23852,0.0,3.0,6,31,0,3,16,0.0,0,1,0,0,0
23853,0.0,1.0,2,59,0,3,18,1.0,1,0,0,1,0
23854,1.0,2.0,1,46,0,3,20,1.0,1,1,0,0,0
23857,1.0,2.0,6,42,0,30,1,1.0,0,1,0,0,0
23859,1.0,2.0,4,35,0,2,178,1.0,1,1,0,0,0
23861,1.0,1.0,1,36,0,30,0,1.0,0,1,0,0,0
23863,1.0,1.0,2,18,0,30,12,1.0,0,1,0,0,0
23864,2.0,4.0,6,27,1,30,26,1.0,1,1,0,0,0
23865,0.0,1.0,1,32,0,30,26,1.0,0,0,0,1,0
23867,4.0,4.0,10,37,0,3,0,4.0,0,1,0,0,0
23869,0.0,1.0,2,38,0,30,106,1.0,1,1,0,0,0
23871,2.0,3.0,2,50,0,30,18,1.0,0,1,0,0,0
23872,0.0,2.0,3,22,1,1,38,1.0,0,0,0,1,0
23875,1.0,2.0,2,41,0,30,0,1.0,0,1,0,0,0
23878,0.0,2.0,2,30,0,30,17,1.0,0,0,0,1,0
23879,1.0,1.0,2,12,0,30,15,1.0,0,1,0,0,0
23880,0.0,2.0,4,26,0,30,1,1.0,0,0,0,1,0
23881,1.0,1.0,2,25,0,30,83,1.0,0,1,0,0,0
23882,3.0,3.0,6,33,0,30,33,1.0,0,1,0,0,0
23883,2.0,2.0,4,40,0,30,3,2.0,0,1,0,0,0
23884,0.0,1.0,2,20,0,30,7,1.0,0,0,0,1,0
23885,0.0,1.0,1,33,0,31,10,1.0,0,0,0,1,0
23886,2.0,3.0,5,38,0,30,5,2.0,1,1,0,0,0
23887,0.0,1.0,2,13,1,1,0,1.0,0,1,0,0,0
23888,2.0,2.0,4,37,0,30,42,1.0,0,1,0,0,0
23889,2.0,3.0,4,53,0,31,25,2.0,1,1,0,0,0
23890,4.0,4.0,8,42,0,2,9,4.0,0,1,0,0,0
23891,0.0,1.0,2,39,1,30,1,1.0,0,0,0,1,0
23892,0.0,1.0,1,10,0,30,0,1.0,0,0,0,1,0
23895,2.0,2.0,4,21,0,30,4,2.0,0,1,0,0,0
23897,1.0,1.0,1,28,0,14,154,2.0,0,0,0,1,0
23902,1.0,1.0,4,40,0,30,49,1.0,0,1,0,0,0
23903,2.0,2.0,4,57,1,30,1,1.0,1,1,0,0,0
23904,2.0,2.0,5,65,1,1,8,1.0,1,1,0,0,0
23905,1.0,1.0,4,11,0,30,0,1.0,1,1,0,0,0
23906,3.0,3.0,6,16,0,30,2,2.0,0,1,0,0,0
23908,3.0,6.0,8,74,0,30,451,2.0,1,1,0,0,0
23909,0.0,1.0,3,20,1,1,1,1.0,1,1,0,0,0
23910,3.0,0.0,7,67,0,3,0,2.0,1,1,0,0,0
23911,2.0,2.0,4,19,1,1,0,2.0,0,1,0,0,0
23912,0.0,1.0,2,15,0,2,130,1.0,1,1,0,0,0
23914,2.0,2.0,4,10,0,30,0,1.0,1,1,0,0,0
23915,0.0,1.0,2,15,0,30,0,0.0,0,0,0,1,0
23917,0.0,1.0,3,21,1,1,0,1.0,1,1,0,0,0
23919,0.0,1.0,1,70,0,4,115,1.0,0,0,0,1,0
23920,1.0,2.0,4,52,0,2,0,1.0,1,1,0,0,0
23921,1.0,1.0,2,11,0,31,1,1.0,0,1,0,0,0
23922,1.0,1.0,1,62,0,30,2,1.0,0,1,0,0,0
23923,1.0,1.0,3,30,0,30,0,1.0,1,1,0,0,0
23924,1.0,4.0,4,56,0,30,41,1.0,1,1,0,0,0
23925,1.0,2.0,5,32,0,1,10,1.0,0,1,0,0,0
23926,2.0,1.0,1,13,0,30,0,1.0,0,0,0,1,0
23927,0.0,1.0,2,55,0,1,6,1.0,0,0,0,1,0
23928,3.0,3.0,6,34,0,30,1,2.0,1,1,0,0,0
23929,0.0,1.0,2,37,0,30,2,1.0,0,0,0,1,0
23930,1.0,2.0,3,43,1,1,22,1.0,0,1,0,0,0
23931,0.0,2.0,3,56,1,3,270,1.0,1,1,0,0,0
23932,4.0,5.0,8,48,0,30,113,2.0,1,1,0,0,0
23935,2.0,4.0,6,54,1,1,28,1.0,1,1,0,0,0
23937,2.0,2.0,6,54,0,1,0,1.0,1,1,0,0,0
23938,1.0,1.0,2,37,0,2,258,1.0,1,1,0,0,0
23939,2.0,3.0,5,43,0,30,17,2.0,0,1,0,0,0
23940,1.0,1.0,2,15,0,30,0,1.0,0,0,0,1,0
23941,2.0,3.0,6,17,1,30,7,2.0,1,1,0,0,0
23942,2.0,2.0,4,30,0,30,0,1.0,1,1,0,0,0
23944,1.0,1.0,2,42,1,2,25,1.0,1,1,0,0,0
23945,0.0,1.0,4,53,1,31,72,1.0,0,1,0,0,0
23946,1.0,1.0,2,13,0,30,23,1.0,1,1,0,0,0
23947,1.0,2.0,4,54,1,1,35,1.0,0,1,0,0,0
23949,1.0,1.0,2,13,0,30,2,1.0,0,1,0,0,0
23950,0.0,1.0,1,13,0,30,4,2.0,0,0,0,1,0
23951,0.0,1.0,1,33,0,3,109,1.0,0,0,0,1,0
23952,0.0,2.0,4,40,0,30,153,1.0,1,1,0,0,0
23956,1.0,2.0,3,33,0,30,9,1.0,1,1,0,0,0
23957,1.0,1.0,2,69,0,30,4,1.0,1,1,0,0,0
23958,1.0,1.0,2,44,1,1,79,1.0,1,1,0,0,0
23959,3.0,3.0,16,16,0,3,0,3.0,0,1,0,0,0
23960,0.0,1.0,2,32,0,30,366,1.0,0,1,0,0,0
23961,4.0,5.0,12,61,0,3,2,3.0,1,1,0,0,0
23963,0.0,3.0,5,42,0,30,282,1.0,1,1,0,0,0
23964,0.0,2.0,4,44,0,1,32,1.0,0,0,0,1,0
23965,0.0,2.0,3,32,0,30,0,1.0,1,0,0,1,0
23966,2.0,2.0,4,31,0,31,12,2.0,0,1,0,0,0
23967,1.0,2.0,4,56,0,31,5,1.0,0,1,0,0,0
23968,2.0,2.0,6,42,1,5,7,2.0,0,1,0,0,0
23969,1.0,1.0,2,40,1,31,2,1.0,0,1,0,0,0
23970,3.0,3.0,6,35,1,3,6,3.0,0,1,0,0,0
23971,0.0,1.0,1,42,0,3,111,1.0,0,0,0,1,0
23972,0.0,1.0,2,57,0,1,33,1.0,1,1,0,0,0
23973,2.0,2.0,6,45,0,2,113,1.0,0,1,0,0,0
23974,3.0,4.0,8,58,0,2,183,2.0,0,1,0,0,0
23975,0.0,1.0,3,52,0,1,0,1.0,0,0,0,1,0
23977,4.0,5.0,6,55,0,30,18,2.0,1,1,0,0,0
23980,1.0,1.0,2,36,0,30,37,1.0,0,1,0,0,0
23981,0.0,1.0,2,39,0,2,184,1.0,0,1,0,0,0
23982,0.0,1.0,2,20,0,30,0,1.0,0,0,0,1,0
23983,1.0,1.0,2,15,0,30,3,1.0,1,0,0,1,0
23984,1.0,1.0,2,9,0,30,2,1.0,1,1,0,0,0
23985,0.0,1.0,2,29,0,31,7,1.0,0,1,0,0,0
23986,1.0,1.0,2,37,0,31,36,1.0,1,1,0,0,0
23987,0.0,1.0,2,20,0,2,367,1.0,1,0,0,1,0
23988,0.0,1.0,2,8,0,1,0,0.0,0,1,0,0,0
23990,1.0,2.0,4,42,1,1,8,1.0,0,1,0,0,0
23991,1.0,2.0,4,41,0,30,15,1.0,1,1,0,0,0
23992,0.0,1.0,2,34,0,30,2,1.0,0,1,0,0,0
23993,3.0,4.0,9,49,0,2,0,3.0,0,1,0,0,0
23994,1.0,1.0,2,32,0,30,52,1.0,1,1,0,0,0
23995,0.0,1.0,1,25,0,21,11,1.0,0,0,0,1,0
23996,1.0,1.0,2,34,0,1,64,1.0,0,1,0,0,0
23997,2.0,2.0,3,31,0,2,0,2.0,1,1,0,0,0
23998,1.0,1.0,2,18,0,30,2,1.0,1,1,0,0,0
24000,0.0,2.0,3,20,0,30,1,1.0,1,1,0,0,0
24001,2.0,3.0,4,34,1,2,7,1.0,0,1,0,0,0
24002,1.0,1.0,2,42,0,1,5,1.0,0,1,0,0,0
24003,1.0,1.0,2,43,0,3,322,1.0,1,1,0,0,0
24004,0.0,1.0,2,26,1,1,99,1.0,0,0,0,1,0
24005,2.0,3.0,5,28,0,30,3,2.0,1,1,0,0,0
24006,1.0,1.0,2,15,0,30,0,1.0,1,1,0,0,0
24007,0.0,1.0,2,25,0,3,0,1.0,0,0,0,1,0
24008,2.0,2.0,4,18,0,30,2,2.0,1,1,0,0,0
24009,1.0,1.0,2,42,0,3,166,1.0,1,1,0,0,0
24010,1.0,3.0,3,37,0,30,379,1.0,0,1,0,0,0
24011,3.0,3.0,7,41,0,31,11,2.0,1,1,0,0,0
24012,4.0,4.0,10,55,0,2,34,2.0,0,1,0,0,0
24013,3.0,3.0,6,37,0,31,33,3.0,1,1,0,0,0
24014,1.0,1.0,4,39,0,30,50,1.0,0,1,0,0,0
24016,3.0,4.0,8,55,0,1,23,2.0,0,1,0,0,0
24017,1.0,2.0,4,41,0,30,30,1.0,1,1,0,0,0
24019,2.0,2.0,4,60,0,31,2,1.0,1,1,0,0,0
24021,2.0,3.0,5,21,0,30,6,2.0,1,1,0,0,0
24022,0.0,1.0,2,26,1,1,308,1.0,0,0,0,1,0
24023,0.0,1.0,2,56,0,30,56,1.0,0,0,0,1,0
24025,1.0,1.0,2,49,0,30,0,1.0,0,1,0,0,0
24028,0.0,1.0,4,40,0,30,21,1.0,0,1,0,0,0
24030,3.0,4.0,6,29,0,30,0,3.0,1,1,0,0,0
24031,1.0,1.0,2,57,0,30,0,1.0,1,1,0,0,0
24032,2.0,2.0,2,30,1,30,1,2.0,0,1,0,0,0
24033,0.0,1.0,2,18,0,30,7,1.0,0,0,0,1,0
24034,0.0,1.0,2,34,1,31,10,1.0,1,1,0,0,0
24035,0.0,1.0,1,10,0,1,27,1.0,0,0,0,0,1
24036,1.0,1.0,2,9,0,30,0,1.0,1,0,0,1,0
24039,2.0,4.0,4,52,0,30,2,1.0,0,1,0,0,0
24040,2.0,2.0,5,64,0,30,0,1.0,0,1,0,0,0
24041,2.0,3.0,5,46,1,2,111,1.0,1,1,0,0,0
24042,1.0,1.0,2,24,1,1,61,1.0,0,0,1,0,0
24043,4.0,5.0,8,47,0,5,56,3.0,1,1,0,0,0
24044,1.0,1.0,2,49,0,7,29,1.0,0,1,0,0,0
24045,3.0,3.0,6,68,0,3,5,2.0,1,1,0,0,0
24046,2.0,2.0,4,60,0,2,6,2.0,1,1,0,0,0
24047,1.0,2.0,5,20,0,30,4,1.0,1,1,0,0,0
24048,0.0,1.0,2,37,0,1,22,1.0,0,0,0,1,0
24051,0.0,1.0,2,20,0,31,0,1.0,0,0,0,1,0
24052,0.0,1.0,3,55,0,30,50,1.0,0,1,0,0,0
24057,1.0,1.0,2,24,0,30,5,1.0,0,1,0,0,0
24058,2.0,2.0,5,30,1,3,45,2.0,1,1,0,0,0
24059,0.0,1.0,2,70,0,1,232,2.0,1,0,0,1,0
24060,2.0,2.0,4,25,0,3,5,2.0,1,1,0,0,0
24061,1.0,1.0,2,14,0,4,2,1.0,0,1,0,0,0
24062,2.0,2.0,4,62,0,2,1,2.0,1,1,0,0,0
24063,2.0,2.0,4,56,0,3,183,1.0,1,1,0,0,0
