,bedrooms,beds,accommodates,amenities_count,instant_bookable,minimum_nights,number_of_reviews,bathrooms,monthly_revenue,room_type_Entire_home_apt,room_type_Hotel_room,room_type_Private_room,room_type_Shared_room
5178,3.0,4.0,7,43,0,30,39,2.0,0,1,0,0,0
5179,0.0,1.0,2,21,0,30,15,1.0,0,1,0,0,0
5180,0.0,1.0,2,43,1,1,580,1.0,1,0,0,1,0
5181,1.0,1.0,2,32,0,31,2,1.0,1,1,0,0,0
5185,2.0,2.0,4,28,1,30,2,2.0,1,1,0,0,0
5186,0.0,2.0,2,44,0,5,0,1.0,0,0,0,1,0
5187,1.0,1.0,1,54,1,30,24,1.0,0,1,0,0,0
5188,0.0,1.0,2,40,1,1,71,1.0,1,0,0,1,0
5190,2.0,2.0,4,41,0,4,18,1.0,0,1,0,0,0
5191,1.0,1.0,4,44,1,5,0,1.0,0,1,0,0,0
5192,1.0,1.0,2,46,1,30,2,1.0,0,1,0,0,0
5194,1.0,1.0,3,41,1,31,7,1.0,0,1,0,0,0
5195,1.0,1.0,2,19,0,30,6,1.0,1,1,0,0,0
5196,2.0,1.0,2,17,0,31,13,1.0,0,1,0,0,0
5197,0.0,1.0,2,67,0,1,9,1.0,0,0,0,1,0
5198,1.0,1.0,3,19,1,30,6,1.0,1,1,0,0,0
5201,1.0,2.0,4,32,1,1,0,1.0,0,0,0,1,0
5203,0.0,1.0,2,40,0,1,56,1.0,0,0,0,1,0
5204,1.0,1.0,2,44,0,30,6,1.0,1,1,0,0,0
5205,0.0,1.0,2,36,1,30,1,1.0,0,1,0,0,0
5207,0.0,3.0,7,14,0,30,4,1.0,0,1,0,0,0
5208,1.0,1.0,2,40,0,30,2,1.0,1,1,0,0,0
5209,1.0,1.0,1,22,0,3,118,2.0,0,0,0,1,0
5210,0.0,1.0,2,23,0,2,24,1.0,0,0,0,1,0
5212,2.0,2.0,5,43,1,30,7,2.0,0,1,0,0,0
5213,1.0,1.0,4,45,0,1,0,1.0,0,1,0,0,0
5214,3.0,3.0,6,63,1,3,3,2.0,0,1,0,0,0
5216,5.0,8.0,10,35,0,2,7,2.0,0,1,0,0,0
5218,2.0,3.0,3,26,1,30,1,1.0,0,1,0,0,0
5221,1.0,2.0,4,58,0,2,34,1.0,1,1,0,0,0
5222,2.0,2.0,5,37,0,1,22,2.0,0,1,0,0,0
5223,1.0,1.0,2,45,0,1,69,1.0,0,1,0,0,0
5225,2.0,2.0,4,36,0,30,1,2.0,0,1,0,0,0
5226,2.0,3.0,6,54,1,1,3,1.0,0,1,0,0,0
5227,1.0,1.0,2,53,0,1,13,1.0,1,1,0,0,0
5228,1.0,1.0,1,26,0,2,99,2.0,0,0,0,1,0
5231,0.0,1.0,2,25,0,30,0,1.0,0,0,0,1,0
5232,0.0,1.0,2,31,0,3,0,1.0,0,0,0,1,0
5233,1.0,1.0,4,61,0,2,61,1.0,0,1,0,0,0
5234,1.0,1.0,4,63,1,3,0,1.0,1,1,0,0,0
5235,1.0,1.0,2,82,0,2,71,1.0,0,1,0,0,0
5236,1.0,3.0,4,44,0,3,24,1.0,0,1,0,0,0
5237,2.0,3.0,4,47,1,1,69,1.0,1,1,0,0,0
5238,0.0,1.0,2,26,0,2,128,1.0,0,0,0,1,0
5241,1.0,1.0,2,16,0,30,0,3.0,0,1,0,0,0
5242,1.0,2.0,2,34,0,31,11,1.0,0,1,0,0,0
5243,2.0,2.0,4,48,0,3,10,2.0,0,1,0,0,0
5244,1.0,1.0,2,50,0,1,2,1.0,1,1,0,0,0
5246,0.0,1.0,1,42,0,30,2,1.0,0,0,0,1,0
5247,1.0,1.0,2,33,0,31,0,1.0,1,1,0,0,0
5248,1.0,1.0,2,31,0,31,2,1.0,1,1,0,0,0
5249,1.0,1.0,2,57,0,2,93,1.0,0,1,0,0,0
5250,1.0,1.0,2,57,0,1,20,1.0,1,1,0,0,0
5252,0.0,1.0,2,32,0,30,19,1.0,0,0,0,1,0
5253,2.0,2.0,4,12,0,30,0,1.0,0,1,0,0,0
5254,2.0,2.0,4,9,0,31,0,1.0,0,1,0,0,0
5256,0.0,2.0,3,34,0,31,362,1.0,0,0,0,1,0
5257,0.0,1.0,4,66,0,1,12,1.0,0,0,0,1,0
5259,1.0,2.0,4,31,0,2,123,1.0,0,0,0,1,0
5261,6.0,6.0,12,33,0,1,0,6.0,1,1,0,0,0
5262,0.0,1.0,2,44,1,3,3,1.0,1,0,0,1,0
5263,0.0,2.0,4,44,0,2,5,1.0,0,1,0,0,0
5264,2.0,2.0,5,36,0,3,2,2.0,1,1,0,0,0
5266,0.0,1.0,2,46,0,1,85,1.0,1,1,0,0,0
5267,1.0,1.0,2,46,0,2,12,1.0,0,1,0,0,0
5268,1.0,1.0,2,34,0,31,1,1.0,1,1,0,0,0
5270,1.0,1.0,2,48,0,1,3,1.0,0,1,0,0,0
5271,1.0,1.0,2,13,0,30,0,1.0,0,1,0,0,0
5272,1.0,1.0,2,31,0,30,114,1.0,1,1,0,0,0
5275,1.0,1.0,2,39,1,1,12,1.0,0,1,0,0,0
5276,2.0,2.0,3,37,0,30,1,2.0,1,1,0,0,0
5277,0.0,2.0,3,48,0,3,1,1.0,0,0,0,1,0
5279,2.0,3.0,5,49,0,3,44,2.0,0,1,0,0,0
5281,2.0,2.0,4,26,0,30,30,2.0,0,1,0,0,0
5282,0.0,1.0,2,45,0,1,34,1.0,1,0,0,1,0
5283,1.0,1.0,2,24,1,2,2,0.0,0,1,0,0,0
5287,1.0,2.0,5,33,0,1,122,1.0,0,1,0,0,0
5288,1.0,1.0,2,39,0,1,228,1.0,1,1,0,0,0
5289,1.0,1.0,2,52,0,2,73,1.0,0,1,0,0,0
5290,1.0,1.0,4,34,1,30,37,1.0,1,1,0,0,0
5291,1.0,1.0,2,34,0,31,1,1.0,1,1,0,0,0
5293,3.0,5.0,7,49,1,2,48,2.0,0,1,0,0,0
5294,2.0,2.0,4,28,0,31,1,1.0,1,1,0,0,0
5295,0.0,3.0,2,55,1,3,56,1.0,0,0,0,1,0
5296,1.0,1.0,2,4,0,30,0,1.0,1,1,0,0,0
5297,1.0,2.0,4,45,0,2,38,1.0,0,1,0,0,0
5298,4.0,5.0,10,42,0,1,2,3.0,0,1,0,0,0
5300,0.0,1.0,1,30,0,31,13,1.0,0,0,0,1,0
5302,0.0,1.0,2,38,1,1,48,1.0,0,0,0,1,0
5303,1.0,1.0,1,38,0,28,11,1.0,0,0,0,1,0
5305,1.0,1.0,2,28,1,30,174,1.0,0,1,0,0,0
5307,1.0,1.0,2,22,0,10,9,1.0,0,1,0,0,0
5308,1.0,1.0,2,36,0,30,18,1.0,0,1,0,0,0
5311,0.0,1.0,1,53,0,30,36,1.0,0,0,0,1,0
5312,2.0,2.0,4,54,0,2,25,1.0,0,1,0,0,0
5313,1.0,1.0,2,27,1,1,147,1.0,0,0,0,1,0
5314,0.0,3.0,4,23,1,30,55,1.0,1,1,0,0,0
5315,1.0,1.0,2,38,0,30,0,1.0,0,1,0,0,0
5317,1.0,1.0,1,25,0,2,93,2.0,0,0,0,1,0
5318,3.0,4.0,6,37,1,2,2,1.0,0,1,0,0,0
5319,1.0,1.0,2,30,0,30,140,1.0,1,1,0,0,0
5320,2.0,4.0,6,49,0,31,0,2.0,0,1,0,0,0
5321,2.0,4.0,8,21,1,30,0,2.0,0,1,0,0,0
5322,1.0,1.0,2,46,0,30,48,1.0,0,1,0,0,0
5326,1.0,1.0,2,36,0,3,65,1.0,0,1,0,0,0
5327,0.0,1.0,2,12,0,30,0,1.0,0,0,0,1,0
5329,1.0,2.0,3,45,1,2,274,1.0,0,1,0,0,0
5331,1.0,1.0,2,35,1,1,117,1.0,1,0,0,1,0
5332,0.0,1.0,2,65,0,3,107,1.0,0,0,0,1,0
5333,5.0,5.0,14,69,0,2,24,4.0,1,1,0,0,0
5336,0.0,2.0,3,44,0,1,4,1.0,1,0,0,1,0
5338,2.0,2.0,5,50,1,1,114,2.0,0,1,0,0,0
5339,1.0,2.0,2,74,0,30,2,1.0,0,1,0,0,0
5340,0.0,1.0,1,44,0,30,1,1.0,0,0,0,1,0
5342,1.0,2.0,4,30,1,1,54,1.0,1,0,0,1,0
5343,0.0,1.0,1,34,0,30,0,1.0,0,0,0,1,0
5344,0.0,1.0,3,38,1,2,9,1.0,1,1,0,0,0
5345,0.0,1.0,1,37,0,30,2,1.0,0,0,0,1,0
5346,0.0,2.0,4,49,0,30,7,2.0,0,0,0,0,1
5347,1.0,1.0,1,26,0,30,2,1.0,0,1,0,0,0
5348,1.0,2.0,4,40,0,3,23,1.0,1,1,0,0,0
5349,0.0,2.0,3,33,1,1,19,1.0,0,0,0,1,0
5350,0.0,6.0,1,28,0,30,1,1.0,0,0,0,1,0
5353,3.0,4.0,8,19,0,31,0,2.0,1,1,0,0,0
5354,1.0,2.0,4,60,0,3,5,1.0,0,1,0,0,0
5355,4.0,3.0,6,15,0,30,0,3.0,0,1,0,0,0
5358,0.0,1.0,2,44,0,30,422,1.0,1,1,0,0,0
5359,2.0,3.0,5,47,0,4,39,2.0,0,1,0,0,0
5360,1.0,1.0,6,28,0,30,1,1.0,1,1,0,0,0
5361,1.0,1.0,2,17,0,30,2,1.0,1,1,0,0,0
5362,1.0,1.0,2,28,0,31,0,1.0,0,1,0,0,0
5363,1.0,1.0,3,22,0,30,2,1.0,0,1,0,0,0
5364,0.0,1.0,2,37,0,1,118,1.0,0,0,0,1,0
5365,0.0,1.0,2,12,1,1,0,1.0,0,0,0,1,0
5366,0.0,0.0,2,37,1,1,74,1.0,0,0,0,1,0
5368,2.0,2.0,4,52,0,1,137,1.0,1,1,0,0,0
5369,0.0,1.0,1,27,1,1,5,1.0,0,0,0,1,0
5372,0.0,2.0,3,34,0,1,189,1.0,0,1,0,0,0
5373,3.0,4.0,8,29,1,2,41,2.0,0,1,0,0,0
5374,1.0,1.0,2,39,0,1,1,1.0,0,1,0,0,0
5375,1.0,2.0,4,30,1,1,24,1.0,1,0,0,1,0
5376,0.0,2.0,2,32,0,31,406,1.0,0,0,0,1,0
5377,4.0,4.0,7,61,0,3,0,3.0,1,1,0,0,0
5378,0.0,1.0,2,15,0,1,120,1.0,0,0,0,1,0
5379,1.0,1.0,2,34,0,31,0,1.0,1,1,0,0,0
5381,0.0,1.0,1,38,1,3,29,1.0,0,0,0,1,0
5382,0.0,1.0,1,31,0,30,6,0.0,0,0,0,1,0
5384,0.0,1.0,2,29,0,1,637,1.0,0,0,0,1,0
5385,1.0,4.0,2,23,0,30,0,1.0,0,0,0,1,0
5387,2.0,1.0,4,14,0,30,1,2.0,0,1,0,0,0
5388,0.0,1.0,2,28,0,28,40,1.0,1,1,0,0,0
5389,0.0,1.0,2,26,1,30,27,1.0,0,0,0,1,0
5391,0.0,1.0,2,36,0,1,7,1.0,0,0,0,1,0
5392,2.0,2.0,6,45,0,30,1,1.0,0,1,0,0,0
5393,0.0,2.0,2,51,0,1,226,1.0,1,0,0,1,0
5395,1.0,1.0,2,68,0,1,2,1.0,0,0,0,1,0
5396,1.0,1.0,2,44,0,30,202,1.0,0,1,0,0,0
5397,3.0,3.0,4,12,0,30,2,2.0,0,1,0,0,0
5398,2.0,3.0,5,49,0,2,63,2.0,1,1,0,0,0
5399,1.0,1.0,2,55,0,30,0,1.0,0,1,0,0,0
5400,3.0,3.0,6,62,0,30,9,2.0,0,1,0,0,0
5401,1.0,2.0,4,44,0,1,69,1.0,1,1,0,0,0
5403,2.0,3.0,7,78,1,2,11,2.0,0,1,0,0,0
5405,2.0,3.0,6,32,0,2,207,1.0,1,1,0,0,0
5406,1.0,3.0,3,41,0,31,112,1.0,0,1,0,0,0
5407,0.0,3.0,4,45,0,4,137,1.0,0,1,0,0,0
5408,1.0,1.0,1,33,0,30,0,1.0,0,0,0,1,0
5409,1.0,2.0,4,39,0,31,0,1.0,0,1,0,0,0
5411,2.0,2.0,5,50,1,30,0,2.0,1,1,0,0,0
5412,1.0,1.0,2,53,0,1,7,1.0,0,1,0,0,0
5414,4.0,6.0,8,69,0,31,4,2.0,0,1,0,0,0
5415,1.0,2.0,4,41,0,1,83,1.0,1,1,0,0,0
5418,1.0,1.0,2,26,1,30,8,1.0,0,1,0,0,0
5419,0.0,1.0,1,12,0,1,0,1.0,0,0,0,1,0
5420,2.0,2.0,4,44,0,30,1,2.0,0,1,0,0,0
5424,1.0,2.0,4,10,1,2,15,1.0,0,1,0,0,0
5425,1.0,2.0,4,33,0,2,230,1.0,1,1,0,0,0
5427,4.0,4.0,8,55,0,1,0,3.0,0,1,0,0,0
5429,2.0,2.0,4,40,0,1,48,1.0,0,1,0,0,0
5431,4.0,7.0,11,62,0,2,48,2.0,0,1,0,0,0
5432,1.0,1.0,3,26,0,1,1,1.0,0,1,0,0,0
5434,2.0,4.0,4,47,0,4,0,1.0,1,1,0,0,0
5435,2.0,3.0,6,58,0,3,71,2.0,1,1,0,0,0
5436,2.0,2.0,4,60,0,3,3,1.0,1,1,0,0,0
5437,0.0,1.0,2,20,0,30,1,1.0,0,0,0,1,0
5438,0.0,1.0,3,17,0,24,1,1.0,0,0,0,1,0
5439,1.0,1.0,2,49,0,2,6,1.0,1,1,0,0,0
5440,1.0,1.0,3,72,1,30,6,2.0,1,1,0,0,0
5441,2.0,3.0,4,29,0,1,114,2.0,0,1,0,0,0
5443,3.0,3.0,6,35,0,30,8,2.0,0,1,0,0,0
5444,2.0,2.0,4,49,0,15,11,2.0,0,1,0,0,0
5445,0.0,1.0,1,29,0,60,2,1.0,0,1,0,0,0
5446,3.0,5.0,10,43,0,3,5,2.0,0,1,0,0,0
5447,1.0,1.0,4,34,1,1,270,1.0,0,1,0,0,0
5448,1.0,1.0,2,65,0,30,3,1.0,1,1,0,0,0
5449,0.0,1.0,2,25,0,30,25,1.0,0,0,0,1,0
5450,0.0,3.0,3,36,1,1,492,1.0,0,1,0,0,0
5451,0.0,1.0,2,38,1,5,1,1.0,0,0,0,1,0
5452,0.0,1.0,1,47,0,31,0,1.0,0,0,0,1,0
5453,0.0,1.0,1,20,0,31,0,1.0,0,1,0,0,0
5455,0.0,1.0,1,15,0,60,0,1.0,0,0,0,1,0
5456,2.0,4.0,6,32,1,2,11,1.0,0,1,0,0,0
5457,2.0,2.0,2,29,0,30,7,1.0,0,1,0,0,0
5458,0.0,1.0,2,17,0,1,24,1.0,0,0,0,1,0
5459,3.0,5.0,10,43,0,3,12,2.0,0,1,0,0,0
5460,2.0,4.0,6,40,1,2,32,2.0,1,1,0,0,0
5461,3.0,3.0,6,33,1,1,13,3.0,1,1,0,0,0
5462,1.0,2.0,4,60,1,2,45,1.0,0,1,0,0,0
5463,2.0,2.0,6,19,0,2,1,2.0,1,1,0,0,0
5464,1.0,3.0,4,43,0,30,0,1.0,0,1,0,0,0
5465,1.0,2.0,6,54,1,1,31,1.0,1,1,0,0,0
5466,2.0,6.0,6,61,1,1,4,1.0,0,1,0,0,0
5467,1.0,2.0,4,34,1,3,7,1.0,1,1,0,0,0
5468,1.0,1.0,2,32,1,30,57,1.0,0,1,0,0,0
5470,1.0,1.0,1,38,0,30,25,1.0,0,1,0,0,0
5471,1.0,1.0,3,38,0,2,3,1.0,1,1,0,0,0
5474,2.0,2.0,4,34,0,30,1,2.0,1,1,0,0,0
5475,3.0,4.0,8,33,0,30,5,2.0,1,1,0,0,0
5476,3.0,3.0,6,63,0,20,0,2.0,1,1,0,0,0
5477,0.0,1.0,2,17,0,30,1,1.0,0,0,0,1,0
5478,2.0,2.0,4,61,0,30,5,1.0,0,1,0,0,0
5481,0.0,0.0,2,14,0,90,0,1.0,0,0,0,1,0
5482,0.0,1.0,1,40,0,30,36,1.0,0,0,0,1,0
5488,1.0,1.0,4,39,0,30,3,1.0,0,1,0,0,0
5490,2.0,3.0,6,14,1,4,0,1.0,0,1,0,0,0
5491,1.0,4.0,4,44,0,1,71,1.0,0,1,0,0,0
5492,2.0,3.0,5,40,0,31,19,1.0,0,1,0,0,0
5493,0.0,1.0,2,31,0,2,90,1.0,0,0,0,1,0
5494,1.0,2.0,4,27,0,2,137,1.0,1,1,0,0,0
5496,0.0,2.0,1,42,0,1,28,1.0,0,0,0,1,0
5497,2.0,2.0,6,18,1,2,4,2.0,0,1,0,0,0
5499,2.0,2.0,5,50,0,2,47,2.0,1,1,0,0,0
5500,5.0,5.0,10,54,1,2,3,4.0,1,1,0,0,0
5501,0.0,2.0,2,42,0,3,0,1.0,0,1,0,0,0
5502,1.0,1.0,4,28,0,2,11,1.0,0,1,0,0,0
5503,1.0,2.0,2,45,0,1,0,0.0,1,1,0,0,0
5504,0.0,1.0,1,19,0,15,0,1.0,0,0,0,1,0
5505,3.0,5.0,7,29,1,1,135,2.0,1,1,0,0,0
5506,2.0,2.0,4,52,1,1,10,2.0,1,1,0,0,0
5507,0.0,1.0,1,31,0,1,85,1.0,0,0,0,1,0
5509,0.0,1.0,1,20,0,30,13,1.0,0,0,0,1,0
5513,3.0,4.0,6,67,0,2,31,3.0,0,1,0,0,0
5514,2.0,2.0,4,36,0,2,43,2.0,1,1,0,0,0
5515,1.0,2.0,4,61,0,30,64,1.0,1,1,0,0,0
5516,4.0,4.0,8,27,0,30,3,4.0,0,1,0,0,0
5517,1.0,1.0,2,32,0,31,2,1.0,1,1,0,0,0
5518,1.0,1.0,2,55,1,3,102,1.0,1,1,0,0,0
5519,0.0,1.0,2,31,0,31,2,1.0,0,0,0,1,0
5520,2.0,2.0,5,14,0,2,0,3.0,0,1,0,0,0
5521,0.0,1.0,2,29,0,3,31,1.0,0,0,0,1,0
5523,2.0,3.0,4,32,1,4,78,1.0,0,1,0,0,0
5525,1.0,2.0,4,39,1,30,10,1.0,1,1,0,0,0
5527,2.0,3.0,6,35,0,2,1,1.0,1,1,0,0,0
5529,1.0,3.0,4,60,0,2,24,1.0,0,1,0,0,0
5530,0.0,1.0,1,48,0,30,1,1.0,0,0,0,1,0
5531,4.0,4.0,6,40,0,30,11,3.0,1,1,0,0,0
5532,0.0,1.0,1,46,0,30,4,1.0,0,0,0,1,0
5533,1.0,2.0,3,30,1,1,21,1.0,1,0,0,1,0
5534,2.0,4.0,5,58,1,2,1,1.0,0,1,0,0,0
5536,1.0,2.0,3,29,0,30,2,1.0,0,1,0,0,0
5537,0.0,2.0,2,27,1,31,17,1.0,1,1,0,0,0
5538,2.0,2.0,4,23,0,30,1,2.0,0,1,0,0,0
5539,2.0,2.0,4,22,0,30,1,2.0,1,1,0,0,0
5543,1.0,1.0,3,37,0,31,10,1.0,1,1,0,0,0
5544,2.0,3.0,5,38,1,2,41,2.0,0,1,0,0,0
5545,2.0,0.0,2,50,0,30,1,2.0,0,1,0,0,0
5546,1.0,2.0,3,43,1,1,99,1.0,0,1,0,0,0
5547,0.0,1.0,1,22,0,7,5,2.0,0,0,0,1,0
5548,0.0,1.0,2,10,1,30,0,1.0,0,1,0,0,0
5550,0.0,1.0,2,62,1,2,26,1.0,1,0,0,1,0
5551,1.0,1.0,2,54,0,5,88,1.0,1,1,0,0,0
5552,0.0,1.0,1,31,0,2,147,11.0,0,0,0,1,0
5554,1.0,2.0,4,30,1,1,18,1.0,1,0,0,1,0
5555,0.0,1.0,1,26,0,30,1,1.0,0,0,0,0,1
5557,1.0,1.0,3,39,0,30,21,1.0,1,1,0,0,0
5558,2.0,2.0,2,47,0,14,1,1.0,0,1,0,0,0
5559,0.0,1.0,2,51,0,3,10,1.0,0,0,0,1,0
5560,0.0,1.0,2,41,0,2,640,1.0,0,0,0,1,0
5561,0.0,1.0,2,32,0,1,5,1.0,0,0,0,1,0
5562,2.0,2.0,4,20,1,30,0,2.0,0,1,0,0,0
5564,4.0,4.0,10,65,0,4,7,4.0,1,1,0,0,0
5565,0.0,1.0,2,35,0,1,20,1.0,0,0,0,1,0
5567,1.0,2.0,4,37,0,2,93,1.0,0,1,0,0,0
5568,1.0,1.0,3,52,0,30,101,1.0,1,1,0,0,0
5570,0.0,1.0,1,36,0,3,7,1.0,0,0,0,1,0
5571,0.0,1.0,2,48,0,5,18,1.0,0,0,0,1,0
5574,1.0,1.0,2,33,0,31,0,1.0,1,1,0,0,0
5575,1.0,1.0,3,27,1,1,0,1.0,0,0,0,1,0
5576,2.0,4.0,4,25,1,1,1,2.0,1,0,0,1,0
5577,3.0,4.0,8,52,0,31,0,3.0,1,1,0,0,0
5578,1.0,1.0,4,71,0,7,1,1.0,0,1,0,0,0
5580,0.0,1.0,2,43,0,2,7,1.0,0,0,0,1,0
5581,3.0,4.0,8,41,0,2,151,3.0,1,1,0,0,0
5585,0.0,1.0,2,35,0,31,360,1.0,0,0,0,1,0
5586,2.0,1.0,1,11,0,2,29,11.0,0,0,0,1,0
5587,2.0,2.0,5,55,1,1,17,1.0,0,1,0,0,0
5588,0.0,1.0,2,31,0,1,4,1.0,0,0,0,1,0
5589,2.0,2.0,6,61,0,30,154,1.0,0,1,0,0,0
5591,0.0,1.0,1,48,0,15,10,1.0,0,0,0,1,0
5592,2.0,2.0,5,44,0,5,15,2.0,1,1,0,0,0
5595,0.0,1.0,2,67,0,2,114,1.0,0,0,0,1,0
5596,0.0,1.0,2,49,0,30,24,1.0,0,0,0,1,0
5597,1.0,1.0,1,16,1,1,3,1.0,0,1,0,0,0
5598,1.0,1.0,2,20,0,3,66,1.0,0,0,0,1,0
5600,0.0,1.0,1,36,0,30,0,1.0,0,0,0,1,0
5601,0.0,1.0,3,17,1,30,1,1.0,0,1,0,0,0
5603,4.0,5.0,7,62,0,30,0,2.0,1,1,0,0,0
5604,3.0,8.0,12,46,0,5,4,2.0,0,1,0,0,0
5606,0.0,1.0,1,57,0,31,11,1.0,0,0,0,1,0
5608,1.0,1.0,6,28,1,30,0,1.0,1,1,0,0,0
5609,1.0,2.0,4,47,0,3,0,1.0,0,1,0,0,0
5610,1.0,1.0,2,31,0,31,0,1.0,1,1,0,0,0
5611,2.0,2.0,5,37,1,1,46,2.0,1,1,0,0,0
5612,1.0,1.0,3,32,0,2,81,1.0,0,1,0,0,0
5613,1.0,1.0,2,33,0,31,0,1.0,0,1,0,0,0
5614,1.0,1.0,2,36,0,30,1,1.0,1,1,0,0,0
5615,2.0,2.0,4,43,1,5,0,2.0,0,1,0,0,0
5616,0.0,1.0,1,24,1,1,108,1.0,0,1,0,0,0
5617,2.0,2.0,4,48,0,30,0,1.0,1,1,0,0,0
5618,1.0,1.0,4,29,0,29,12,1.0,1,1,0,0,0
5619,2.0,3.0,5,36,0,1,1,1.0,0,1,0,0,0
5620,1.0,2.0,3,33,1,2,28,1.0,0,1,0,0,0
5621,1.0,2.0,4,69,1,30,250,1.0,0,1,0,0,0
5624,2.0,3.0,5,73,0,1,323,1.0,0,1,0,0,0
5625,3.0,3.0,5,44,0,3,259,1.0,1,1,0,0,0
5626,4.0,4.0,14,77,1,2,18,2.0,1,1,0,0,0
5628,2.0,2.0,4,15,1,1,8,2.0,1,1,0,0,0
5629,2.0,3.0,6,29,1,1,60,2.0,0,0,0,1,0
5630,0.0,1.0,2,31,0,1,12,1.0,0,0,0,1,0
5631,1.0,2.0,4,45,0,1,80,1.0,0,1,0,0,0
5632,1.0,1.0,2,43,0,28,29,1.0,0,1,0,0,0
5633,2.0,2.0,4,46,0,2,164,1.0,1,1,0,0,0
5634,2.0,5.0,4,51,0,3,65,1.0,0,1,0,0,0
5636,3.0,4.0,6,15,1,3,0,3.0,1,1,0,0,0
5637,3.0,3.0,6,51,0,1,70,2.0,0,1,0,0,0
5639,0.0,2.0,3,63,0,1,40,1.0,0,0,0,1,0
5641,0.0,1.0,2,39,0,1,4,1.0,0,0,0,1,0
5642,2.0,3.0,6,40,1,2,5,2.0,0,1,0,0,0
5644,1.0,2.0,4,60,0,1,5,1.0,1,1,0,0,0
5645,2.0,2.0,4,52,0,30,0,2.0,1,1,0,0,0
5646,3.0,3.0,7,32,1,30,37,2.0,1,1,0,0,0
5647,0.0,1.0,2,35,1,1,4,1.0,0,0,0,1,0
5650,3.0,3.0,8,70,0,3,39,2.0,1,1,0,0,0
5651,0.0,2.0,2,42,0,30,7,1.0,0,0,0,1,0
5652,1.0,1.0,2,54,1,1,19,1.0,1,1,0,0,0
5653,1.0,2.0,2,52,1,2,398,1.0,0,1,0,0,0
5654,4.0,3.0,8,49,0,30,1,2.0,0,1,0,0,0
5655,3.0,3.0,6,50,1,1,2,2.0,1,1,0,0,0
5656,1.0,3.0,6,62,0,1,33,1.0,0,1,0,0,0
5657,0.0,1.0,1,37,1,2,9,1.0,0,0,0,1,0
5658,1.0,1.0,2,24,0,2,272,1.0,0,1,0,0,0
5660,1.0,1.0,2,35,1,4,49,1.0,0,1,0,0,0
5661,2.0,3.0,3,51,0,7,7,2.0,1,1,0,0,0
5664,2.0,3.0,6,39,1,2,5,2.0,1,1,0,0,0
5665,1.0,1.0,2,37,0,3,403,1.0,0,1,0,0,0
5666,1.0,1.0,2,43,0,30,0,2.0,0,0,0,1,0
5667,3.0,4.0,8,57,0,2,20,1.0,0,1,0,0,0
5668,3.0,3.0,8,80,1,2,5,2.0,0,1,0,0,0
5670,2.0,2.0,4,17,0,30,0,2.0,1,1,0,0,0
5671,4.0,4.0,8,41,0,2,8,4.0,0,1,0,0,0
5672,3.0,3.0,6,46,1,1,4,3.0,1,1,0,0,0
5673,1.0,1.0,2,45,0,30,157,1.0,0,0,0,1,0
5674,1.0,1.0,2,46,0,31,2,1.0,1,1,0,0,0
5675,2.0,2.0,4,50,0,30,2,2.0,1,1,0,0,0
5676,3.0,6.0,10,50,0,3,227,1.0,0,1,0,0,0
5677,2.0,2.0,4,37,1,30,2,2.0,1,1,0,0,0
5679,3.0,6.0,10,59,1,3,3,3.0,1,1,0,0,0
5681,1.0,1.0,2,52,0,1,107,1.0,1,1,0,0,0
5682,0.0,1.0,2,38,0,1,50,2.0,0,0,0,1,0
5683,2.0,2.0,4,40,0,2,111,1.0,0,1,0,0,0
5684,2.0,2.0,4,53,0,1,65,1.0,1,1,0,0,0
5686,2.0,5.0,8,55,0,5,136,1.0,0,1,0,0,0
5687,1.0,1.0,3,47,1,1,8,1.0,1,1,0,0,0
5688,1.0,1.0,2,18,1,30,0,1.0,1,1,0,0,0
5690,0.0,1.0,2,31,0,31,4,1.0,0,0,0,1,0
5691,0.0,2.0,3,38,0,2,158,1.0,0,1,0,0,0
5692,3.0,3.0,6,43,0,1,37,2.0,1,1,0,0,0
5693,1.0,1.0,4,20,0,30,0,1.0,1,1,0,0,0
5694,2.0,2.0,4,17,1,1,9,2.0,0,1,0,0,0
5696,0.0,1.0,2,36,0,30,0,1.0,0,0,0,1,0
5697,0.0,1.0,2,38,0,31,79,1.0,0,0,0,1,0
5698,1.0,1.0,2,41,0,2,256,1.0,1,1,0,0,0
5699,2.0,3.0,4,41,0,1,3,1.0,0,1,0,0,0
5700,1.0,2.0,3,15,1,1,113,1.0,0,1,0,0,0
5701,1.0,1.0,3,36,1,2,4,1.0,0,1,0,0,0
5702,1.0,1.0,1,50,0,1,17,1.0,1,1,0,0,0
5703,2.0,2.0,4,35,0,1,10,1.0,1,1,0,0,0
5704,2.0,4.0,7,46,0,30,33,2.0,1,1,0,0,0
5705,3.0,4.0,9,28,0,1,200,2.0,1,1,0,0,0
5706,0.0,1.0,2,14,0,1,256,1.0,0,0,0,1,0
5707,1.0,1.0,2,39,0,30,0,1.0,1,1,0,0,0
5710,3.0,4.0,6,49,1,3,1,2.0,0,1,0,0,0
5711,1.0,3.0,5,38,1,2,67,1.0,1,1,0,0,0
5712,3.0,3.0,4,37,0,30,4,1.0,1,1,0,0,0
5713,1.0,1.0,2,18,0,30,2,1.0,1,1,0,0,0
5714,1.0,1.0,2,48,0,2,138,1.0,1,1,0,0,0
5715,2.0,2.0,5,46,0,30,5,1.0,1,1,0,0,0
